Date,Length,Name,Text
2015-04-21,1,Marianne Thyssen,Informal Meeting of Ministers of Labour and Social Affairs (EPSCO) in Riga
2015-04-21,1,Karmenu Vella,IUU event at European Commission stand
2015-04-21,1,Jonathan Hill,Receives a delegation from the Institute of Directors
2015-04-21,1,Christos Stylianides,Meeting with Mr Mahboub Maalim - IGAD Executive Secretary (Intergovernmental Authority on Development)
2015-04-21,1,Federica Mogherini,"Receives Mr Milo Đukanović, Prime Minister of Montenegro"
2015-04-21,1,Johannes Hahn,15:30 Mr Johannes Hahn meets the Chairman of the Council of Ministers of Bosnia and Herzegovina Mr Denis Zvizdić
2015-04-21,1,Cecilia Malmström,"Meeting with Mats KARLSSON, Swedish Institute of International Affairs"
2015-04-21,1,Marianne Thyssen,"Meeting with Mr Henrik Dam Kristensen, Danish Minister for Employment"
2015-04-21,1,Cecilia Malmström,"Meeting with Mr Heraldo MUÑOZ, Minister of Foreign Affairs, Chile"
2015-04-21,1,Cecilia Malmström,"Meeting with Mr Kadré Désiré OUEDRAOGO, President of the Economic Community of West African States Commission (ECOWAS)"
2015-04-21,1,Carlos Moedas,Commissioner Moedas meets with various Commissioners from the African Union Commission: Mustapha Sidiki Kaloko (Health/Social Affairs)
2015-04-21,1,Cecilia Malmström,"Meeting with Mrs Fatima ACYL, African Union Commissioner for Trade"
2015-04-21,1,Federica Mogherini,"Participates in the EUISS conference on the strategic review, Brussels"
2015-04-21,1,Johannes Hahn,"16:30 Mr Johannes Hahn meets the Prime Minister of Albania, Mr Edi Rama"
2015-04-21,1,Carlos Moedas,Commissioner Moedas meets with various Commissioners from the African Union Commission: Tumusiime Rhoda Peace (Agriculture)
2015-04-21,1,Christos Stylianides,"Meeting with Mr Vangelis Vitalis, Ambassador of New Zealand to the EU"
2015-04-21,1,Miguel Arias Cañete,"Meets Mr. Janusz Piechociński, Deputy Prime Minister and Minister of Economy"
2015-04-21,1,Margrethe Vestager,"To participate in the discussion at the Friends of Europe event ""An EU Competition Policy for the 21st Century""; New York, USA"
2015-04-21,1,Jonathan Hill,"Receives Sir Jon CUNLIFFE, Deputy Governor of the Bank of England"
2015-04-21,1,Johannes Hahn,"17:30 Mr Johannes Hahn meets Prime Minister of Serbia, Mr Aleksandar Vučić"
2015-04-21,1,Carlos Moedas,Commissioner Moedas meets with various Commissioners from the African Union Commission: Dr Aisha L. Abdullahi (Political Affairs)
2015-04-21,1,Karmenu Vella,Meeting with African Union Commissioner for Rural Economy & Agriculture Ms Rhoda Peace Tumusiime
2015-04-21,1,Carlos Moedas,"Commissioner Moedas meets with various Commissioners from the African Union Commission: Martial De-Paul Ikounga (Human Resources, Science and Technology)"
2015-04-21,1,Federica Mogherini,Receives Prime Ministers Aleksandar Vučić and Isa Mustafa in the framework of the EU facilitated dialogue for the normalisation of relations between Belgrade and Pristina
2015-04-21,1,Pierre Moscovici,"reçoit M. Erastus Mwencha, vice-président de la Commission de l'Union africaine"
2015-04-21,1,Maroš Šefčovič,"Maroš Šefčovič receives the CEO's from GDF SUEZ, GasTerra, Iberdrola and CEZ Group (Margritte group);  Brussels."
2015-04-22,1,Valdis Dombrovskis,Visits Germany
2015-04-22,1,Marianne Thyssen,"Meeting with Ms Rania Antonopoulou, Alternate Minister of Labour, Social Security and Social Solidarity in Greece"
2015-04-22,1,Federica Mogherini,"Attends the Commission College meeting, Brussels"
2015-04-22,1,Kristalina Georgieva,Meeting of the College of Commissioners
2015-04-22,1,Johannes Hahn,"Mr Johannes Hahn in Berlin delivers opening Speech at Conference ""East Forum, meets Foreign Minister  Mr Frank-Walter Steinmeier, speaks in the German Bundestag"
2015-04-22,1,Christos Stylianides,Participating at the meeting of the College of Commissioners (Brussels)
2015-04-22,1,Maroš Šefčovič,Maroš Šefčovič presents the Energy Union strategy at the plenary session of the European Economic and Social Committee (EESC) Brussels.
2015-04-22,1,Günther Oettinger,Meeting EU Commission and African Union Commission
2015-04-22,1,Marianne Thyssen,"Meeting with Ms Marita Ulvskog, acting Chair of the European Parliament's Committee on Employment and Social Affairs"
2015-04-22,1,Kristalina Georgieva,"Receives Mr Erastus Mwencha, Deputy Chairperson of the African Union Commission"
2015-04-22,1,Valdis Dombrovskis,"Meeting with Wolfgang Schäuble, Federal Minister of Finance, Berlin"
2015-04-22,1,Federica Mogherini,"Takes part in the panel discussions and has bilateral meetings during the 7th College-to-College Meeting between the European Commission and the Africa Union Commission, Brussels"
2015-04-22,1,Günther Oettinger,Smart Data Conference
2015-04-22,1,Jean-Claude Juncker,And the College receive The African Union Commission (AUC)
2015-04-22,1,Jean-Claude Juncker,Meeting of the College of Commissioners
2015-04-22,1,Marianne Thyssen,"Meeting with Mr Gerald Nash, Irish Minister of State for Business and Employment"
2015-04-22,1,Günther Oettinger,Rede beim Kompetenzzentrum Deutschland des Wirtschaftsrates
2015-04-22,1,Miguel Arias Cañete,"Meets Mr Simon Coveney TD, Minister for Agriculture, Food and the Marine of Ireland, in Dublin"
2015-04-22,1,Andrus Ansip,"Gives speech at ALDE seminar on the App Economy: ""The only way is App: How to make Europe more attractive to innovative companies"""
2015-04-22,1,Karmenu Vella,Clusters with the African Union Commission
2015-04-22,1,Valdis Dombrovskis,"Meeting with Ingo Kramer President of BDA (Confederation of German Employers' Associations), Berlin"
2015-04-22,1,Carlos Moedas,"Commissioner Moedas delivers a speech at  the Opening ceremony of the Festival IN, Lisbon"
2015-04-22,1,Kristalina Georgieva,"Delivers a keynote speech at The European Serious & Organised Crime Conference 2015 in Brussels, Belgium"
2015-04-22,1,Cecilia Malmström,Speech at the European Economic and Social Committee Plenary session
2015-04-22,1,Valdis Dombrovskis,"Meeting with Budget Committee of Bundestag, Berlin"
2015-04-22,1,Federica Mogherini,"Receives Mr Bruno Rodríguez Parrilla, Cuba's Minister of Foreign Affairs for EU-Cuba Political Dialogue"
2015-04-22,1,Neven Mimica,"Meeting with Mr Smail Chergui, Commissioner for Peace and Security"
2015-04-22,1,Miguel Arias Cañete,"Meets Mr Alex White TD, Minister for Communications, Energy and Natural Resources of Ireland, in Dublin"
2015-04-22,1,Neven Mimica,"Meeting with Mr Erastus Mwencha, Deputy Chairperson of the African Union"
2015-04-22,1,Valdis Dombrovskis,"Meeting with Norbert Lammert, President of the Bundestag, Berlin"
2015-04-22,1,Neven Mimica,"Meeting with S.E.Mr Sindiso Ngwenya, Secretary General of COMESA"
2015-04-22,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the Award ceremony for the 2015 ALLEA prize, Lisbon"
2015-04-22,1,Federica Mogherini,"Receives Ms Julie Bishop, Australian Minister for Foreign Affairs"
2015-04-23,1,Valdis Dombrovskis,"Meeting with Committee for Affairs of the European Union and Committee on Economic Affairs and Energy, Berlin"
2015-04-23,2,Christos Stylianides,Mission to South Sudan
2015-04-23,1,Vĕra Jourová,"Ms Vĕra Jourová in Riga: meets Mr Dzintars Rasnacs, Minister of Justice of Latvia and speaks at conference on Insolvency law in Europe: current trends and future perspectives"
2015-04-23,1,Maroš Šefčovič,Maroš Šefčovič exchange views on Energy Union with the Slovak EU affairs and the Economic affairs committee; Bratislava.
2015-04-23,1,Maroš Šefčovič,Maroš Šefčovič gives a lecture at the City University of Bratislava.
2015-04-23,1,Maroš Šefčovič,"Maroš Šefčovič meets Mr Peter Pellegrini, Speaker of the Slovak National Council; Bratislava."
2015-04-23,1,Marianne Thyssen,3th European Labour Mobility Congres in Kraków
2015-04-23,1,Andrus Ansip,Gives speech at high-level eIDAS event
2015-04-23,1,Neven Mimica,"Official visit to Spain - meeting with government, parliament, development"
2015-04-23,1,Pierre Moscovici,intervient lors de la session plénière du Comité économique et social européen (CESE).
2015-04-23,1,Jean-Claude Juncker,"Receives the president of the Austrian Federal Economic Chamber, Mr Christoph Leitl"
2015-04-23,1,Jean-Claude Juncker,"receives Mr. Josep A. Duran i Lleida, Chairman of the Foreign Affairs Committee in the Spanish parliament and president of UDC"
2015-04-23,1,Valdis Dombrovskis,"Attends the conference ""Die Welt Währungskonferenz"", Berlin"
2015-04-23,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the Congress of CAP (Confederation of Portuguese farmers), Lisbon"
2015-04-23,1,Corina Creţu,"Corina Creţu is in Regio Calabria, to endorse the action plans for the 2007-2013 programmes for Calabria, Campania, Sicilia and Transport (""Reti e Mobilita"") drawn within the framework of the Task Force on Better Implementation"
2015-04-23,1,Andrus Ansip,Meets representatives of the European CIO Association
2015-04-23,1,Tibor Navracsics,"Meeting with Dr. Mezey Barna, Rector of Eötvös Loránd University and Prof. Stavros Zenios, President of UNICA (Network of Universities from Capitals of Europe)"
2015-04-23,1,Tibor Navracsics,"Meeting with Mr Theo van Seggelen, General Secretary of FIFPro (Global Football Players Union) European Division"
2015-04-23,1,Tibor Navracsics,"Meeting with Mr Theo van Seggelen, General Secretary of FIFPro (Global Football Players Union) European Division"
2015-04-23,1,Vĕra Jourová,"Ms Vĕra Jourová in Riga: speaks at European Consumer Protection Conference and meets Ms Dana Reizniece-Ozola, Minister of the Economy of Latvia"
2015-04-23,1,Miguel Arias Cañete,Gives an introductory speech at the Gas Infrastructure Europe (GIE) Annual Conference in Dublin
2015-04-23,1,Margrethe Vestager,Meeting with Minister Maria Luís Albuquerque
2015-04-23,1,Margrethe Vestager,Meeting with Minister Pier Carlo Padoan
2015-04-23,1,Marianne Thyssen,"Meeting with Mr Wladyslaw Kosiniak-Kamysz, Polish Minister of Labour and Social Policy"
2015-04-23,1,Andrus Ansip,"Gives presentation at the Internal Market and Consumer Protection Committee meeting, European Parliament"
2015-04-23,1,Jean-Claude Juncker,"receives the Prime Minister of Slovakia, Mr Robert Fico, the Prime Minister of the Czech Republic, Mr Bohuslav Sobotka and the Prime Minister of Bulgaria, Mr Boyko Borissov"
2015-04-23,1,Tibor Navracsics,Meeting with European Youth Organisations
2015-04-23,1,Günther Oettinger,Meeting with Primeminister Luxermbourg Xavier Bettel
2015-04-23,1,Jean-Claude Juncker,attends the extraordinary European Council
2015-04-23,1,Federica Mogherini,"Participates at the Special European Council meeting, Brussels"
2015-04-23,2,Jonathan Hill,Attends the Informal meeting of Ministers for Economic and Financial Affairs (Riga)
2015-04-23,1,Margrethe Vestager,"Launch event of POLITICO; Brussels, Belgium"
2015-04-23,1,Miguel Arias Cañete,"Gives an Introductory Speech at the GIE Annual Conference in Ireland, at the Intercontinental Dublin"
2015-04-23,1,Andrus Ansip,"Gives statement, participates in panel discussion on ""Putting Europe on the Digital Map"" at the launch event of Politico Europe"
2015-04-23,1,Johannes Hahn,Mr Johannes Hahn in Slovenia participating in the Western Balkans ministerial meeting in Brdo
2015-04-23,1,Jonathan Hill,Delivers a speech at the Eurofi High Level seminar (Riga)
2015-04-24,1,Pierre Moscovici,Eurogroup Meeting - Riga
2015-04-24,1,Valdis Dombrovskis,"Attends the informal ECOFIN, Riga"
2015-04-24,1,Kristalina Georgieva,"in Riga, Latvia: to meet with Ms Laimdota Straujuma, Prime Minister of Latvia, Mr Edgars Rinkēvičš, Minister of Foreign Affairs of Latvia, to take part in the ECOFIN Council."
2015-04-24,1,Maroš Šefčovič,"Maroš Šefčovič meets Mr Pavol Pavlis, Minister of Economy of the Slovak Republic; Bratislava."
2015-04-24,1,Maroš Šefčovič,"Maroš Šefčovič participates at the Energy Union Dialog with experts and citizens organised by the information office of the European Parliament, Bratislava."
2015-04-24,1,Günther Oettinger,Meeting with German Minister for Justice and Consumers Heiko Maas
2015-04-24,1,Marianne Thyssen,"Meeting with Mr Marek Sowa, Marshal of the Małopolska region"
2015-04-24,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the AEPSA conference ""Horizonte 2020 - Desafias para Empresas Portuguesas do Sector do Ambiente"", Cascais"
2015-04-24,1,Violeta Bulc,"Delivering keynote at the conference ""A Digital Strategy for Mobility: from capacity to connectivity"", Brussels"
2015-04-24,1,Marianne Thyssen,Visit at the Academy for the Development of Social Economy in Kraków
2015-04-24,1,Corina Creţu,The Commissioner is in Sicily to visit EU-funded projects and to review the state-of-play of the discussions on the 2014-2020 programme for the region.
2015-04-24,1,Vĕra Jourová,"Ms Vĕra Jourová in Prague: speaks at Euro Business Breakfast, launches European Consumer Credit Campaign and meets Mr Igor Němec, President of the Czech Office for Personal Data Protection"
2015-04-24,1,Pierre Moscovici,ECOFIN Meeting - Riga
2015-04-24,1,Günther Oettinger,Tag des geistigen Eigentums - BDI
2015-04-24,1,Andrus Ansip,"Gives closing speech at the ITS Conference 2015 ""A Digital Strategy for Mobility: from capacity to connectivity"""
2015-04-24,1,Cecilia Malmström,Mission to Stockholm: Audition on TTIP at the Swedish Parliament
2015-04-24,1,Neven Mimica,"Meeting with Ms Julie Bishop, Australian Foreign Minister"
2015-04-24,1,Miguel Arias Cañete,"Gives a keynote speech at the Club Español de la Energía (ENERCLUB), in Madrid"
2015-04-25,1,Valdis Dombrovskis,"Attends the informal ECOFIN, Riga"
2015-04-25,1,Johannes Hahn,Mr Johannes Hahn delivers keynote speech at the 4th Otto von Habsburg Symposium organised by the Pan-European Movement in Vienna
2015-04-25,1,Kristalina Georgieva,"Will open the Grand Horo Dance on Brussels' Grand Place, taking place for a third year in a row at her initiative as part of the Balkan Traffik! festival for Balkan music and arts"
2015-04-25,1,Cecilia Malmström,Mission to Kuala Lumpur (Malaysia)
2015-04-25,1,Kristalina Georgieva,Голямо пролетно хоро / Soirée de danse bulgare et défilé de costumes traditionnels
2015-04-26,1,Johannes Hahn,"Mr Johannes Hahn participates in the panel ""debating Europe"" in the Burgtheater in Vienna"
2015-04-27,1,Jonathan Hill,Gives keynote speech at Joint European Commission/ECB Conference on European Financial Integration and Stability
2015-04-27,1,Neven Mimica,High-Level Policy Dialogue between the European Union and the United Nations
2015-04-27,1,Miguel Arias Cañete,"Meets some members of the Confederación Española de Organizaciones Empresariales (CEOE) - OFICEMEN, ACOGEN, SERNAUTO, AEGE, AEFYT and CONFEMETAL-, in Madrid"
2015-04-27,1,Johannes Hahn,Mr Johannes Hahn participates in the EU-Ukraine Summit in Kiev
2015-04-27,1,Federica Mogherini,With UNSG Ban Ki-moon and Italy's Prime Minister Matteo Renzi on board the Navy ship San Gusto off the coast of Sicily
2015-04-27,1,Tibor Navracsics,Mission to Riga - 5th ASEM Education Ministers' Meeting
2015-04-27,1,Maroš Šefčovič,"Mission to Ukraine: Maroš Šefčovič meets Mr. Volodymyr Demchyshyn, Minister of Energy and Coal Industry; Kiev."
2015-04-27,1,Karmenu Vella,Lunch with UNEP Executive Director Achim Steiner
2015-04-27,1,Margrethe Vestager,"Meeting with Ms. Karen Haekkerup, CEO of the Danish Agriculture and Food Council; Copenhagen, Denmark"
2015-04-27,1,Neven Mimica,"Meeting with Mr Achim Steiner,  Executive Director UNEP"
2015-04-27,1,Frans Timmermans,"Telephone call with Mr Mikael Damberg, Swedish Minister for Enterprise and Innovation"
2015-04-27,1,Jean-Claude Juncker,"Participates in EU-Ukraine Summit, Kyiv"
2015-04-27,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Philippe Citroën, Director General of UNIFE, Brussels."
2015-04-27,1,Violeta Bulc,Meeting representatives of BlaBlaCar
2015-04-27,1,Violeta Bulc,"Meeting with Arnaud de David Beauregard, President of CLEPA, the European association of automotive suppliers"
2015-04-27,1,Violeta Bulc,"Meeting with Fabrice Brégier, President and CEO of Airbus"
2015-04-27,1,Frans Timmermans,Koningsdagreceptie of the Permanent Representation of the Netherlands to the EU
2015-04-27,1,Miguel Arias Cañete,Participates at the Structure Dialogue with MEPs of the ENVI Committee at the European Parliament in Strasbourg
2015-04-27,2,Corina Creţu,"The Commissioner is in Strasbourg, where she will attend REGI S&D and EPP working group reunions"
2015-04-27,3,Neven Mimica,"European Parliament session, Strasbourg"
2015-04-27,1,Kristalina Georgieva,"receives the Bulgarian Deputy Prime Minister, Mr Tomislav Donchev"
2015-04-27,1,Andrus Ansip,At European Parliament (Strasbourg): speaks on Digital Single Market to the Committee on Culture and Education
2015-04-28,1,Valdis Dombrovskis,Visits Ukraine
2015-04-28,1,Andrus Ansip,At European Parliament (Strasbourg): speaks on the Digital Single Market with the ALDE group (with Commissioner Věra Jourová)
2015-04-28,1,Karmenu Vella,Plenary Session of the European Parliament
2015-04-28,1,Johannes Hahn,Mr Johannes Hahn  participates in the International Support for Ukraine Conference in Kiev
2015-04-28,1,Vĕra Jourová,"Ms Vĕra Jourová in Strasbourg: meets Mr Ard van der Steur, Minister of Security and Justice of Netherlands, meets Mr Victor Ponta, Prime Minister of Romania"
2015-04-28,1,Tibor Navracsics,Strasbourg Plenary
2015-04-28,1,Maroš Šefčovič,"Mission to Ukraine: Maroš Šefčovič meets Mr. Andriy Kobolev, CEO of Naftogaz; and Mr. Ihor Prokopiv, President of Ukrtransgaz (UTG) Kiev."
2015-04-28,1,Maroš Šefčovič,"Mission to Ukraine: Maroš Šefčovič meets Mr. Pavlo Klimkin, Minister of Foreign Affairs; Kiev."
2015-04-28,1,Maroš Šefčovič,Mission to Ukraine: Maroš Šefčovič participates in the Energy Panel of the International Support Conference for Ukraine; Kiev
2015-04-28,1,Karmenu Vella,Meeting with MEPs on wildlife issues
2015-04-28,1,Margrethe Vestager,"Meeting with Mr Victor Ponta, the Prime Minister of Romania, Strasbourg"
2015-04-28,1,Günther Oettinger,Evelyne Gebhardt MdEP
2015-04-28,1,Frans Timmermans,"Meeting with Mr Victor Ponta, Prime Minister of Romania in Strasbourg"
2015-04-28,1,Günther Oettinger,EPP Group EP
2015-04-28,1,Karmenu Vella,Meeting with MEP Alain  Cadec
2015-04-28,1,Kristalina Georgieva,Meeting of the College of Commissioners
2015-04-28,1,Federica Mogherini,"Travels to New York, United States"
2015-04-28,1,Marianne Thyssen,European Commission college meeting
2015-04-28,1,Christos Stylianides,Attending the meeting of the College of Commissioners (Strasbourg)
2015-04-28,1,Federica Mogherini,"Participates in the Nuclear Proliferation Treaty Review Conference; meets Mr Lassina Zerbo, Secretary General of the Comprehensive Test Band Treaty Organization"
2015-04-28,1,Jean-Claude Juncker,Gives the opening speech at the Reform Conference in Kyiv
2015-04-28,1,Jean-Claude Juncker,"Meeting of the College of Commissioners, Strasbourg"
2015-04-28,1,Jean-Claude Juncker,"Meets with the Prime Minister of Romania, Mr Victor-Viorel Ponta, Strasbourg"
2015-04-28,1,Kristalina Georgieva,"recieves Mr. Paul Tang, Member of the European Parliament"
2015-04-28,1,Karmenu Vella,Meeting with Bas Eickhout
2015-04-28,1,Kristalina Georgieva,"receives Angel Dzhambazki, Member of the European Parliament"
2015-04-28,1,Karmenu Vella,Meeting with MEP Girling
2015-04-28,1,Federica Mogherini,"Meets Mrs. Dina Kawar, Jordanian Ambassador and President of the Security Council, a press point will follow the meeting"
2015-04-28,1,Kristalina Georgieva,"meets with Mr. Rainer Wieland, Vice-President of the European Parliament"
2015-04-28,1,Miguel Arias Cañete,"Receives Mr Jeff Immelt, Chairman & CEO of General Electric Company"
2015-04-28,1,Federica Mogherini,"Meets Mr. Mohammad Javad Zarif, Iranian Foreign Minister"
2015-04-28,1,Andrus Ansip,At European Parliament (Strasbourg): speaks on Digital Single Market with ECR group
2015-04-29,1,Kristalina Georgieva,"meets with Mr. Manfred Weber, Member of the European Parliament and Chair of the Group of the European People's Party"
2015-04-29,1,Federica Mogherini,"Travels to Washington, US"
2015-04-29,1,Christos Stylianides,Visit to Norway to participate at the HarbourEx 2015
2015-04-29,1,Federica Mogherini,Participates in the Common Security and Defense Policy symposium
2015-04-29,1,Vĕra Jourová,"Ms Vĕra Jourová meets Ms Bernadette Ségol, General Secretary of the European Trade Union Confederation"
2015-04-29,1,Tibor Navracsics,Luxembourg Capital Visit
2015-04-29,1,Maroš Šefčovič,"Maroš Šefčovič pays official visit to Turkmenistan and meets Mr. Gurbanguly Berdimuhamedow, President of Turkmenistan and members of his government; Ashgabat."
2015-04-29,1,Federica Mogherini,Meets US Secretary of State John Kerry
2015-04-29,1,Günther Oettinger,EU-Botschafterkonferenz
2015-04-29,1,Federica Mogherini,"Meets Samantha Power, U.S. Permanent Representative to the United Nations"
2015-04-29,1,Johannes Hahn,Mr Johannes Hahn  on official visit to Tunisia
2015-04-29,1,Pierre Moscovici,"reçoit M. Emmanuel Macron, Ministre de l'Économie, de l'Industrie et du Numérique de la France."
2015-04-29,1,Margrethe Vestager,"Meeting with the French Minister of Economy, Industry and Digital Affairs, Mr Emmanuel Macron."
2015-04-29,1,Jean-Claude Juncker,"Addresses the plenary  for the debriefing of the European Council, Strasbourg"
2015-04-29,1,Pierre Moscovici,"delivers a keynote speech at the FEE Tax Day 2015, organised by the Federation of European Accountants on the theme ""The future of tax policy: a matter for society as a whole""."
2015-04-29,1,Miguel Arias Cañete,"Receives Carbon Capture and Storage (CCS) Stakeholders (Ginger Group; ZEP; Bellona, Global CCS Institute)"
2015-04-29,1,Christos Stylianides,Working dinner with the Foreign Minister of Norway Mr. Børge Brende
2015-04-29,1,Jean-Claude Juncker,Receives a Delegation of the EU-Japan Business Round Table
2015-04-29,1,Frans Timmermans,"Rendez-vous avec M Emmanuel Macron, Ministre de l'Economie, de l'Industrie et du Numérique de la France"
2015-04-29,1,Andrus Ansip,"Stockholm: attends dinner organised by the Royal Swedish Academy of Engineering Sciences (with senior executives from Swedish companies, senior representatives from academia and government agencies)"
2015-04-30,1,Federica Mogherini,"Travels to Tunis, Tunisia"
2015-04-30,1,Andrus Ansip,"Stockholm: gives speech on ""Digital future of the EU – engine of European competitiveness"""
2015-04-30,-28,Christos Stylianides,Mission to Nepal
2015-04-30,1,Johannes Hahn,Mr Johannes Hahn  on official visit to Tunisia
2015-04-30,1,Jonathan Hill,"Receives Mr Andreas J. Zehnder, Managing Director of the European Federation of Building Societies"
2015-04-30,1,Tibor Navracsics,"Meeting with David G. Horner, President of  The American College of Greece"
2015-04-30,1,Tibor Navracsics,Speech at European Youth Work Convention
2015-04-30,1,Marianne Thyssen,"Meeting with Mr Fons Leroy, Managing Director of Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding (VDAB)"
2015-04-30,1,Jean-Claude Juncker,"Receives the President of Croatia, Ms Kolinda Grabar-Kitarovic"
2015-04-30,1,Günther Oettinger,European Federation of Journalists
2015-04-30,1,Jean-Claude Juncker,"Receives Joachim Bitterlich, former Counsellor of Helmut Kohl"
2015-04-30,1,Margrethe Vestager,"Meetings with Mr Kristian Thulesen Dahl and Ms Pia Olsen Dyhr; Copenhagen, Denmark"
2015-04-30,1,Karmenu Vella,Meeting with President of Eurelectric Mr Johannes Teyssen
2015-04-30,1,Jean-Claude Juncker,"Receives Gilles de Kerchove, European Counter-Terrorism Coordinator"
2015-04-30,1,Miguel Arias Cañete,Receives members of NGOs
2015-04-30,1,Frans Timmermans,"Meeting with Mr Johannes Teyssen, President of Eurelectric and Mr Hans ten Berge, Secretary General of Eurelectric"
2015-04-30,1,Miguel Arias Cañete,"Receives Mr Pablo Ayesa Pascual, Director General of CENER (Centro Nacional de Energías Renovables)"
2015-05-03,1,Corina Creţu,"La Commissaire rencontre le député européen Younous Omarjee, de la circonscription Outre-Mer"
2015-05-04,1,Federica Mogherini,"Visits Seoul, Republic of Korea"
2015-05-04,1,Cecilia Malmström,Mission to Washington D.C.: i.a. Meeting with US Trade Representative FROMAN; Speech at the Center for Strategic and International Studies
2015-05-04,1,Karmenu Vella,"Meeting With Carrie Lam, Chief Secretary of the Hong Kong SAR"
2015-05-04,1,Jonathan Hill,"Madrid: meets Mr Íñigo Méndez de Vigo, Secretary of State for European Affairs"
2015-05-04,1,Neven Mimica,Meeting with Representatives of EU Water Alliance
2015-05-04,1,Maroš Šefčovič,Maroš Šefčovič takes part in the Friends of Europe debate on Energy Union strategy; Brussels.
2015-05-04,1,Maroš Šefčovič,"Maroš Šefčovič takes part in the viEUws live video debate ""Where next for the Energy Union?""; Brussels."
2015-05-04,1,Jean-Claude Juncker,"Receives Antonis Samaras, former Prime Minister of Greece"
2015-05-04,1,Neven Mimica,"Meeting with Mr Pim van Ballekom, Vice President, European Investment Bank"
2015-05-04,1,Corina Creţu,The Commissioner receives Sénateur de Guadeloupe Jacques Cornano
2015-05-04,1,Tibor Navracsics,Meeting with EU Ambassadors to Hungary
2015-05-04,1,Johannes Hahn,"Mr Johannes Hahn participates in the Salzburg Forum Ministerial Conference in Sankt Pölten, Austria"
2015-05-04,1,Jonathan Hill,Madrid: visits the IE Business School (Instituto de Empresa)
2015-05-04,1,Jean-Claude Juncker,Delivers a speech at the ‘Future of Europe Lecture’ of the Wilfried Martens Fund
2015-05-04,1,Marianne Thyssen,Meeting with the European Transport Workers'Federation
2015-05-04,1,Jonathan Hill,Madrid: working lunch with representatives of the business sector in Spain
2015-05-04,1,Neven Mimica,"2015 European Report on Development, Brussels launch"
2015-05-04,1,Karmenu Vella,"Meeting with Mr Gerard Romiti, President of the CNPMEM"
2015-05-04,1,Jonathan Hill,"Madrid: meets Mr Luis María Linde, Chairman of the Bank of Spain"
2015-05-04,1,Vĕra Jourová,"Ms Vĕra Jourová receives Mr David Harris, Executive Director of American Jewish Congress"
2015-05-04,1,Tibor Navracsics,Open lecture for students about the first 6 months of mandate at ELTE Faculty of Political Sciences and Law:
2015-05-04,1,Marianne Thyssen,"Speech for Tijdschrift voor Sociaal Recht, Bruges"
2015-05-04,1,Jonathan Hill,"Madrid: meets Mr José Manuel García-Margallo, Minister of Foreign Affairs and Cooperation"
2015-05-04,1,Margrethe Vestager,"Receives Mr Dan Tok, the Czech Minister of Transport, and Mr Hynek Brom, 1st Vice-Chairman of the Czech Competition Authority."
2015-05-04,3,Corina Creţu,Corina Creţu en visite officielle à la Réunion
2015-05-04,1,Christos Stylianides,"Meeting with Mr Averoff Neophytou, Leader of Cyprus DISY"
2015-05-04,1,Jonathan Hill,Madrid: working dinner with senior representatives of Spanish financial institutions
2015-05-05,1,Jonathan Hill,"Madrid: meets Mr Luis de Guindos, Minister for Economy and Competitiveness"
2015-05-05,1,Jonathan Hill,"Madrid: giving a speech at the ""Nueva Economía Forum"""
2015-05-05,1,Vĕra Jourová,Ms Vĕra Jourová speaks at the conference Defining Moment for Europe: Strategy Conference on Combating Anti-Semitism
2015-05-05,1,Corina Creţu,La Commissaire participe à l'évènement de lancement du programme FEDER 2014-2020 pour la Réunion; un point presse est organisé à midi
2015-05-05,1,Maroš Šefčovič,Maroš Šefčovič gives a keynote speech at European Court of Auditors Energy Security Conference. Plenary discussions on: Obstacles to the completion of the internal energy market and Ukraine’s key role in European energy supply as a major transit route.
2015-05-05,1,Karmenu Vella,"Meeting with mr Jean Louis Chaussade, Chief Exectuive Officer of Suez Environment"
2015-05-05,1,Miguel Arias Cañete,"Meeting with Mr. Youcef Yousfi, Minister of Energy and Mines of Algeria"
2015-05-05,1,Miguel Arias Cañete,Visit to Algeria and launch of the EU-Algeria high level energy dialogue
2015-05-05,1,Johannes Hahn,"Mr Johannes Hahn participates in the discussion on the European Neighbourhood Policy Review and Package with the European Parliament’s AFET Committee and National Parliaments, European Parliament in Brussels"
2015-05-05,1,Marianne Thyssen,Keynote speech at the Social Platform General Assembly
2015-05-05,1,Federica Mogherini,"Visits Beijing, China"
2015-05-05,1,Andrus Ansip,Meets delegation of Secretary Generals from Estonian ministries
2015-05-05,1,Federica Mogherini,"Meets Mr. WANG Jiarui, Minister in charge of the International Department of the Central Committee of the Party"
2015-05-05,1,Jonathan Hill,"Madrid: meets Mr Alvaro Nadal, Chief Economist of the Prime Minister's Office"
2015-05-05,1,Valdis Dombrovskis,"Meeting with Henri Malosse, President EESC, Brussels"
2015-05-05,1,Pierre Moscovici,"receives M. Yanis Varoufakis, Finance minister of Greece"
2015-05-05,1,Jean-Claude Juncker,"Receives the Prime Minister of Estonia, Mr Taavi Rõivas"
